日期,货源ID,司机ID,录音ID,录音时间,整车车长,是否成交,是否该司机成交,模型预测价格,司机净收入,司机出价,货主出价,定金,信息费,是否信息部,零担,备注,司机车长,司机车型,货源重量,货源体积,装卸方式,出发地区,到达地区,装货日期,装货时间,卸货日期,卸货时间,货物名称
20190625,12412643106564 ,,,2019/6/25 14:15,9.6,1,1,,2500,,2500,,,,,,,,8,55,,经济开发区,浦东,20190626,,,,
20190625,12413110364911 ,,,2019/6/25 14:59,9.6,0,0,,,,2300,,,,,9.6箱车,9.6,厢式,9,0,,蜀山区,奉贤区,,,,,
20190625,12413184623992 ,,,2019/6/25 15:41,13,0,0,,,,,,,,2,司机要130/吨,,,50,0,,蜀山区,浦东,,,,,
20190625,12413321544135 ,,,2019/6/25 15:08,9.6,0,0,,,,1800,,,,2,轮胎,,,6,0,,蜀山区,嘉定区,,,,,
20190625,12413477286385 ,,,2019/6/25 16:00,9.6,0,0,,,,2000,,,,1,,,,9.2,0,,蜀山区,奉贤区,,,,,
20190625,12413567180134 ,,,2019/6/25 15:03,9.6,1,1,,,,,,,,2,11-12卸货没人,,,1,20,,新站综合开发试验区,浦东,20190626,上午,20190626,晚上,
20190625,12413838994243 ,,,2019/6/26 10:27,9.6,0,0,,,,,,,,,托盘进仓，9.6高栏可以打掉一边,,,15,42,,经济开发区,浦东,,,,,
20190625,12413885245016 ,,,2019/6/25 15:10,4.2,1,1,,1500,,1500,,,,,#时效要求#,,,2,0,,肥西县,浦东,20190625,晚上,20190626,下午,
20190625,12414562886523 ,,,2019/6/25 16:04,6.8,0,0,,,,1600,,,,2,,,,10,0,,巢湖市,松江区,20190625,,,,
20190625,12414565425015 ,,,2019/6/25 15:29,9.6,0,0,,,,3000,200,,,2,司机13米平板，托板货纸箱不淋雨盖雨布，2米,,,15,45,,经济开发区,浦东,,,,,
20190625,12414796744911 ,,,2019/6/25 15:39,9.6,0,0,,,,2200,200,,,2,9.6箱车，有禁区，一装一卸,9.6,厢式,9,0,,蜀山区,奉贤区,20190626,,,,
20190625,12414941974831 ,,,2019/6/25 16:03,6.8,0,0,,,,1700,,,,2,,,,10,0,,合肥市,松江区,20190626,,,,
20190625,12415116331821 ,,,2019/6/25 16:25,13,0,0,,,,3000,,,,2,,13.5,高栏,22,0,,巢湖市,嘉定区,20190625,晚上,,,
20190625,12415160303183 ,,,2019/6/25 16:09,4.2,0,0,,,,1300,,,,2,,,,3,0,,长丰县,青浦区,,,,,
20190625,12415242764911 ,,,2019/6/25 16:17,9.6,0,0,,,,2400,,,,2,,,,9,0,,蜀山区,奉贤区,,,,,
20190625,12415372666422 ,,,2019/6/26 7:35,17.5,0,0,,,,4000,,,,,司机会确认厂里提供的枕木是否要钱,,,26,0,,瑶海区,普陀区,,,,,
20190625,12415608785016 ,,,2019/6/25 16:39,4.2,1,1,,1500,,1500,,100,,2,#时效要求#,,,2,0,,肥西县,浦东,,,,,
20190625,12415737684594 ,,,2019/6/25 16:37,6.8,0,0,,,,1700,,,,2,,,,10,0,,巢湖市,松江区,20190625,,,,
20190625,12415825074135 ,,,2019/6/25 17:12,13,0,0,,,,2000,,,,1,1、12.5米平厢,12.5,,8,0,,蜀山区,嘉定区,20190626,上午,,,
20190625,12415831708460 ,,,2019/6/26 7:53,4.2,0,0,,,,1600,,,,,危险品,,,5,0,,肥东县,浦东,,,,,
20190625,12415863615469 ,,,2019/6/25 16:35,4.2,1,1,,1000,,1000,,,,1,车型,,,0,12,,经济开发区,南汇区,20190625,晚上,,,
20190625,12415868066836 ,,,2019/6/26 7:44,6.8,0,0,,,,400,,,,1,,,,6,0,,肥东县,嘉定区,20190626,,,,
20190625,12416192163992 ,,,2019/6/25 20:59,13,0,0,,,,3200,,,,,"1、13米车
2、25吨钢材
3、今天装",,,50,0,,蜀山区,浦东,20190625,晚上,,,
20190625,12416259383987 ,,,2019/6/25 16:59,4.2,0,0,,,,,,,,1,是否空车,,,6,15,,蜀山区,浦东,20190625,晚上,,,
20190625,12416276910496 ,,,2019/6/26 8:00,9.6,0,0,,,,,,100,,,回单审核7-15个工作日付款，有客服跟进异常,,,10,47,,经济开发区,嘉定区,,,,,
20190625,12416313914583 ,,,2019/6/25 17:10,13,0,0,,,,2000,,,,1,需要进仓,,,20,0,,肥东县,浦东,20190625,,,,
20190625,12416331226111 ,,,2019/6/25 17:00,13,0,0,,,,2500,,,,1,"1、12.5米
2、合肥加工区-上海浦东机场
3、好装好卸
4、运费回单付",,,0,40,,肥西县,浦东,20190626,下午,,,
20190625,12416368226758 ,,,2019/6/25 17:08,13,1,1,,3600,,3600,200,,,,"1、13米平板
2、毛重34吨，一车要能装走
3、好装好卸、随时卸
4、收到回单退定金",13,平板,34,0,,肥西县,浦东,20190626,下午,,,
20190625,12416806190959 ,,,2019/6/25 17:25,6.8,1,1,,1800,,1800,,,,,装25吨，若装货超25吨运费可增加,,,6,0,,庐阳区,松江区,,,,,
20190625,12417202532696 ,,,2019/6/25 18:15,4.2,0,0,,,,1300,,,,,"1、夜里2点装
2、1吨多
3、装木箱，2个",,,2,0,,长丰县,浦东,20190626,下午,,,
20190625,12417223133071 ,,,2019/6/25 17:48,4.2,0,0,,,,600,,,,1,"1、夜里12点左右装、明天上午卸
2、4.2米厢车
3、货物不到1吨",,,1,6,,巢湖市,嘉定区,20190625,晚上,20190626,下午,
20190625,12417235939951 ,,,2019/6/25 18:02,17.5,0,0,,,,3800,,,,,"1、进仓费不需要司机垫
2、明天下午1点必须到",,,15,110,,庐阳区,浦东,20190625,晚上,20190626,下午,
20190625,12417261257654 ,,,2019/6/25 18:15,13,1,1,,3200,,3200,,,,2,"1、13米平板，60公分拦板，司机在合肥；
2、装叉车和龙门架，2.875米；
3、两装两卸，共计20吨；
4、叉车过高有罚款的危险",13,平板,20,0,两装两卸,经济开发区,松江区,,,,,
20190625,12417289653413 ,,,2019/6/25 19:02,13,0,0,,,,3600,,,,,"1、6台叉车
2、平板车，2.4米宽
3、需要会绑绳子，不然不固定
4、明天下午装",,,27,0,,经济开发区,宝山区,20190626,下午,,,
20190625,12418219670180 ,,,2019/6/26 16:20,4.2,0,0,,,,1000,,,,1,司机觉得价格低，不愿意承运,,,4,0,,长丰县,金山区,,,,,
20190625,12418759967190 ,,,2019/6/25 22:12,9.6,0,0,,,,1900,,,,1,,,,5,0,,肥西县,浦东,20190626,下午,,,
20190625,12418990844831 ,,,2019/6/25 21:01,6.8,0,0,,,,1600,,,,1,,,,10,0,,合肥市,松江区,,,,,
20190625,12419314169633 ,,,2019/6/26 9:04,9.6,0,0,,,,2400,,,,,,,,12,0,,庐阳区,宝山区,,,,,
20190625,12420436101973 ,,,2019/6/26 9:09,6.8,0,0,,,,1000,,,,1,,,,3,0,,肥西县,金山区,,,,,
20190625,12420707057721 ,,,2019/6/25 21:22,4.2,0,0,,,,1300,,,,,价格没有谈好，司机觉得价格低,,,3,0,,蜀山区,嘉定区,20190626,晚上,,,
20190625,12421655838568 ,,,2019/6/25 22:01,17.5,0,0,,,,3500,,,,2,,,,28,0,,瑶海区,闵行区,20190626,下午,,,
20190625,12421670631045 ,,,2019/6/25 23:11,9.6,0,0,,,,2300,,,,2,,,,18,0,,巢湖市,嘉定区,20190626,上午,20190627,,
20190625,12421747244992 ,,,2019/6/25 21:24,4.2,1,1,,1400,,1400,,100,,,,,,6,0,,肥东县,浦东,20190626,上午,20190626,晚上,
20190625,12421840992416 ,,,2019/6/26 7:34,9.6,0,0,,,,2100,,,,1,,,,3,34,,高新技术开发区,奉贤区,,,,,
20190625,12422202319112 ,,,2019/6/25 21:56,17.5,0,0,,,,,,,,,,,,30,0,,庐阳区,宝山区,,,,,
20190625,12422255502707 ,,,2019/6/25 22:51,4.2,1,1,,1600,,1600,100,,,1,"1.司机是否帮忙卸货影响价格
2.司机是否着急找货，打2次电话后成交，司机想要1800元",,,2,0,,瑶海区,杨浦区,20190626,上午,20190626,晚上,
20190625,12422308319897 ,,,2019/6/26 9:27,4.2,0,0,,,,1200,,,,,禁区,,,5,0,,巢湖市,闵行区,,,,,
20190625,12417110367368 ,600608000000000000 ,1121819,2019/6/25 20:27,13,0,0,,,,,,,,,车型不合适,12.5,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,95819400000000000 ,1121809,2019/6/25 20:26,13,0,0,,,,3100,,,,1,六米位置超宽,13,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,23651700000000000 ,1121017,2019/6/25 19:35,13,0,0,,,,,,,,,超宽,13,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,23651700000000000 ,1119426,2019/6/25 18:19,13,0,0,,,,,,,,,超宽,13,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,23651700000000000 ,1126183,2019/6/26 7:50,13,0,0,,,,,,,,1,六米位置超宽,13,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,95893300000000000 ,1120389,2019/6/25 19:02,13,0,0,,,,3700,,,,1,,17.5,高低板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,96268200000000000 ,1128946,2019/6/26 8:34,13,0,0,,,,,,,,,超宽,13,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,23651700000000000 ,1118742,2019/6/25 17:53,13,0,0,,,,,,,,,超宽,13,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,96436400000000000 ,1132257,2019/6/26 9:19,13,0,0,,,,3700,,,,1,,17.5,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,23651700000000000 ,1126786,2019/6/26 8:01,13,0,0,,,,,,,,,超宽,13,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,96436400000000000 ,1118255,2019/6/25 17:37,13,0,0,,,,2900,,,,1,,13,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,96436400000000000 ,1126880,2019/6/26 8:01,13,0,0,,,,3100,,,,1,,17.5,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,23429800000000000 ,1134563,2019/6/26 9:49,13,0,0,,,3900,3700,,,,,,18.5,高低板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,4000000000000000000 ,1120712,2019/6/25 19:17,13,0,0,,,,,,,,,三超,13,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12417110367368 ,23651700000000000 ,1123841,2019/6/26 6:56,13,0,0,,,,3700,,,,,,17.5,平板,6,0,一装一卸,肥西县,浦东,20190626,,,,色选机
20190625,12414265087639 ,96436400000000000 ,1118084,2019/6/25 17:32,13,0,0,,,3200,3000,,100,1,2,共50吨需2辆车，一辆3000,13,平板,25,0,,高新技术开发区,浦东,,,,,冷板
20190625,12414265087639 ,23651700000000000 ,1118337,2019/6/25 17:40,13,0,0,,,,3200,,,1,2,,13,平板,25,0,,高新技术开发区,浦东,,,,,冷板
20190625,12414265087639 ,23651700000000000 ,1126622,2019/6/26 7:57,13,0,0,,,,3200,,,1,2,进仓,13,平板,26,0,,高新技术开发区,浦东,,晚上,,,冷板
20190625,12414265087639 ,96436400000000000 ,1113972,2019/6/25 15:34,13,0,0,,,,3000,,100,1,2,,13,平板,26,0,,高新技术开发区,浦东,,,,,冷板
20190625,12416529821835 ,600608000000000000 ,1118757,2019/6/25 17:54,4.2,1,1,,,,,,,,,都未涉及,3.8,平板,0,20,一装两卸,高新技术开发区,浦东,20190625,晚上,20190626,中午,纸箱货
20190625,12416529821835 ,96436400000000000 ,1117095,2019/6/25 17:04,4.2,1,0,,,,,,,,,司机已定其他货,4.2,高栏,0,20,一装两卸,高新技术开发区,浦东,20190625,晚上,,,纸箱货
20190625,12414102283183 ,96436400000000000 ,1114602,2019/6/25 15:51,6.8,1,0,,,,2000,,100,1,,禁区,6.8,高栏,6,0,,长丰县,青浦区,,,,,水家湖装点家具，二缷，都在青浦
20190625,12414102283183 ,96380600000000000 ,1115685,2019/6/25 16:22,6.8,1,1,,2200,,,,100,1,,篷布/不能淋雨,7.7,高栏,6,0,,长丰县,青浦区,,,,,水家湖装点家具，二缷，都在青浦
20190625,12415635211835 ,600608000000000000 ,1116838,2019/6/25 16:54,4.2,0,0,,,1600,1200,,,,1,,4.2,厢式,3,15,一装两卸,蜀山区,浦东,20190625,晚上,,,纸箱货
20190625,12415635211835 ,23651700000000000 ,1116168,2019/6/25 16:31,4.2,0,0,,,,800,,,,1,货主不要平板,9.6,飞翼车,0,15,一装一卸,高新技术开发区,浦东,20190625,晚上,,,纸箱货
