日期,货源ID,司机ID,录音ID,录音时间,整车车长,是否成交,是否该司机成交,模型预测价格,司机净收入,司机出价,货主出价,定金,信息费,是否信息部,零担,备注,司机车长,司机车型,货源重量,货源体积,装卸方式,出发地区,到达地区,装货日期,装货时间,卸货日期,卸货时间,货物名称
20190706,12653225363965,96268191736139065,1475444,2019-07-06 08:48:03,9.6,0,0,2400.0,,,2400,,,,,禁区，晚上卸货,9.6,高栏,13.0,0.0,,高新技术开发区,浦东,,,,,舞台道具
20190706,12653225363965,96315273743906756,1470693,2019-07-06 07:32:38,9.6,0,0,2400.0,,,2400,,,,,,9.6,高栏,13.0,0.0,,高新技术开发区,浦东,,,,,舞台道具
20190706,12653225363965,96052842974438090,1472165,2019-07-06 08:01:01,9.6,0,0,2400.0,,,2400,,,,,,9.6,高栏,13.0,0.0,,高新技术开发区,浦东,,,,,舞台道具
20190706,12653225363965,96436390702251873,1469262,2019-07-06 07:04:57,9.6,0,0,2400.0,,2800,2400,,100,1,,,9.6,高栏,13.0,0.0,,高新技术开发区,浦东,,,,,舞台道具
20190706,12653225363965,96117370309660187,1467762,2019-07-06 06:01:12,9.6,0,0,2400.0,,,,,,,,,9.6,高栏,13.0,0.0,,高新技术开发区,浦东,,,,,舞台道具
20190706,12653225363965,600608457605365992,1472344,2019-07-06 08:03:34,9.6,0,0,2400.0,,,2400,,,,,禁区晚上卸货,9.6,厢式,13.0,0.0,,高新技术开发区,浦东,,,,,舞台道具
20190706,12653225363965,96380588065415643,1467716,2019-07-06 05:55:38,9.6,0,0,2400.0,,,2400,,100,1,,不排队,9.6,高栏,13.0,0.0,,高新技术开发区,浦东,,,,,舞台道具
20190706,12653225363965,23651742484532995,1472209,2019-07-06 08:02:00,9.6,0,0,2400.0,,,2400,,,,,,9.6,高栏,13.0,0.0,,高新技术开发区,浦东,,,,,舞台道具
20190706,12657084849109,96436390766257001,1483063,2019-07-06 10:51:03,17.5,0,0,3900.0,,,,,,,,加微信沟通,17.5,平板,30.0,0.0,一装一卸,长丰县,宝山区,20190706,,,,钢构
20190706,12659147511404,96436391898537864,1477046,2019-07-06 09:11:08,9.6,0,0,2400.0,,,,,,,,,12.5,冷藏,13.0,0.0,,长丰县,浦东,20190706,,,,普货
