日期,货源ID,司机ID,录音ID,录音时间,整车车长,是否成交,是否该司机成交,模型预测价格,司机净收入,司机出价,货主出价,定金,信息费,是否信息部,零担,备注,司机车长,司机车型,货源重量,货源体积,装卸方式,出发地区,到达地区,装货日期,装货时间,卸货日期,卸货时间,货物名称
20190704,12609922469636,96380588031020593,1421396,2019-07-04 13:41:34,9.6,0,0,2500.0,,,,,,,,不要12.5的厢式车,12.5,厢式,15.0,40.0,,高新技术开发区,宝山区,,,,,”服装
20190704,12609922469636,96380588062944145,1409493,2019-07-04 09:32:58,9.6,0,0,2500.0,,2500,,,,,,进仓,12.5,厢式,15.0,40.0,一装两卸,高新技术开发区,宝山区,,,,,”服装
20190704,12609922469636,600608457602518342,1421656,2019-07-04 13:48:58,9.6,0,0,2500.0,,,,,,,,司机货物看错,4.2,高栏,15.0,40.0,,高新技术开发区,宝山区,,,,,”服装
20190704,12609922469636,23429835900919226,1421021,2019-07-04 13:28:37,9.6,0,0,2500.0,,,2000,,,,,集装箱不行,12.5,厢式,15.0,40.0,一装两卸,高新技术开发区,宝山区,,,,,”服装
20190704,12609922469636,96436390773352486,1420452,2019-07-04 13:12:20,9.6,0,0,2500.0,,2300,2100,,,,,宝山和浦东卸,12.5,平板,15.0,40.0,一装两卸,高新技术开发区,宝山区,,,,,”服装
20190704,12611207647960,95990522695084139,1416894,2019-07-04 11:36:51,6.8,0,0,1700.0,,,1800,,,,,,6.8,高栏,10.0,0.0,一装一卸,肥东县,金山区,20190704,,,,熟食粉
20190704,12611207647960,600608457607108039,1412481,2019-07-04 10:19:15,6.8,0,0,1700.0,,,,,,,,都未涉及,6.8,平板,10.0,0.0,一装一卸,肥东县,金山区,20190704,,,,熟食粉
20190704,12608753160298,96117370321400681,1404389,2019-07-04 08:21:22,13.0,0,0,3400.0,,,3300,,100,1,,110每吨,13.0,平板,30.0,0.0,,肥西县,青浦区,,,,,塑料颗粒
20190704,12608753160298,96117370322795765,1409703,2019-07-04 09:37:40,13.0,0,0,3400.0,,,,,,,,货定好呢，忘记下架,13.0,平板,30.0,0.0,,肥西县,青浦区,,,,,塑料颗粒
20190704,12609850010298,23429835901120844,1408955,2019-07-04 09:27:02,13.0,0,0,3400.0,,,,,,,,货已发走,13.0,平板,30.0,0.0,,肥西县,青浦区,,,,,塑料颗粒
20190704,12615198737960,600608457551320454,1417893,2019-07-04 11:59:59,6.8,1,1,1700.0,1800,,,,,,1,袋装 全程没有提到金钱,9.6,厢式,10.0,0.0,一装一卸,肥东县,金山区,20190704,,,,熟食粉
20190704,12615198737960,23651742482753587,1416239,2019-07-04 11:21:12,6.8,1,0,1700.0,,,,,,,1,货到付款 袋装 20公斤,13.0,高低板,10.0,0.0,一装一卸,肥东县,金山区,20190704,,,,熟食粉
20190704,12606275312746,4000000000001265402,1399734,2019-07-04 06:46:51,4.2,1,1,1300.0,1400,,,,,,,未涉及价格,4.2,高栏,6.0,0.0,一装一卸,肥东县,浦东,20190704,下午,,,水果
20190704,12618790284597,23651742484212321,1421135,2019-07-04 13:31:47,9.6,0,0,2500.0,,3300,2600,,,,,,9.6,厢式,15.0,0.0,,经济开发区,浦东,20190704,下午,20190706,,普货
20190704,12618790284597,95910672998290170,1421215,2019-07-04 13:36:24,9.6,0,0,2500.0,,,2600,,,,,,9.6,平板,15.0,0.0,,经济开发区,浦东,20190704,下午,20190706,,普货
20190704,12620427941929,4000000000002619699,1426240,2019-07-04 15:55:51,9.6,0,0,2500.0,,,2300,,100,1,,托盘装、货到付款、从微信成交 ,15.0,飞翼车,20.0,0.0,一装一卸,巢湖市,金山区,20190704,,,,塑料地板
20190704,12620427941929,96117370322795765,1425500,2019-07-04 15:35:08,9.6,0,0,2500.0,,3200,,,,,,托盘装、货到付款 车内径2.37,13.0,平板,20.0,0.0,一装一卸,巢湖市,金山区,20190704,,,,重货
20190704,12609957356007,96117370321400681,1405773,2019-07-04 08:41:15,13.0,0,0,3400.0,,,,,,,,无效电话 ,13.0,平板,33.0,0.0,,巢湖市,浦东,,,,,瓷砖
20190704,12613373583710,4000000000003302884,1411952,2019-07-04 10:09:31,13.0,0,0,3360.0,,3500,3300,,,,,,13.0,高栏,32.0,0.0,一装一卸,巢湖市,松江区,20190704,,20190705,,百货
20190704,12613373583710,96436391489073629,1414770,2019-07-04 10:57:16,13.0,0,0,3360.0,,,,,,,,,13.0,平板,32.0,0.0,一装一卸,巢湖市,松江区,20190704,,20190705,,百货
20190704,12622295353928,4000000000003431162,1433371,2019-07-04 21:12:14,17.5,0,0,3900.0,,,3900,,100,1,,塑料皮130 能装35吨,17.5,厢式,30.0,0.0,一装一卸,长丰县,嘉定区,20190705,,20190706,,牛奶
20190704,12622295353928,96436391146772903,1428912,2019-07-04 16:58:48,17.5,0,0,3900.0,,,3900,,,1,2,排队 塑料皮130装 司机装27吨 押车24小时以后 ,17.5,厢式,30.0,0.0,一装一卸,长丰县,嘉定区,20190705,,20190706,,牛奶
20190704,12622295353928,96436391240841241,1430281,2019-07-04 17:56:06,17.5,0,0,3900.0,,,3900,,,,,有小费 塑料皮130 卸货 70元停车费 ,17.5,集装箱,30.0,0.0,一装一卸,长丰县,嘉定区,20190705,,20190706,,牛奶
20190704,12624516095221,96436391728338684,1432321,2019-07-04 19:35:23,9.6,0,0,2500.0,,,2000,,,,,回单付 油卡也行  不是禁区、 航吊,9.6,厢式,0.0,52.0,一装一卸,蜀山区,金山区,20190705,,,,方便面
20190704,12624516095221,96436391990117822,1431799,2019-07-04 19:05:08,9.6,0,0,2500.0,,,2000,,,,1,排队一会,9.6,厢式,0.0,60,一装一卸,蜀山区,金山区,20190705,,,,方便面
20190704,12614070454583,96436391169157618,1412478,2019-07-04 10:18:43,13.0,1,0,3360.0,,,3000,,,,,,13.7,高低板,32.0,0.0,一装一卸,肥东县,嘉定区,20190704,,20190705,,桶装原料
20190704,12614070454583,4000000000003302884,1412399,2019-07-04 10:17:25,13.0,1,0,3360.0,,3800,3000,,,,,,13.0,高栏,32.0,0.0,一装一卸,肥东县,嘉定区,20190704,,20190705,,桶装原料
20190704,12611957875469,96436390416870528,1413048,2019-07-04 10:27:19,17.5,1,0,3900.0,,,,,,,,车型不合适,17.5,厢式,0.0,90.0,一装两卸,高新技术开发区,浦东,,,,,普货
20190704,12611957875469,96436390720794013,1413820,2019-07-04 10:37:08,17.5,1,0,3900.0,,,3700,,,,,两装两卸,17.5,厢式,0.0,90.0,一装两卸,高新技术开发区,浦东,,,,,普货
20190704,12607929457693,96436390754086212,1402296,2019-07-04 07:45:28,4.2,1,1,1300.0,,,1300,,,,,,4.2,高栏,6.0,0.0,一装两卸,肥东县,青浦区,20190704,上午,,,水果
20190704,12611957875469,4000000000000825422,1409286,2019-07-04 09:31:09,17.5,1,0,3900.0,,,,,,,,一装两卸，车型不合适,17.5,厢式,0.0,90.0,一装两卸,高新技术开发区,浦东,,,,,普货
20190704,12614070454583,95819431531404593,1412610,2019-07-04 10:21:37,13.0,1,0,3360.0,,,3000,,,,,,13.0,平板,32.0,0.0,一装一卸,肥东县,嘉定区,20190704,,20190705,,桶装原料
20190704,12614070454583,96436391489073629,1413674,2019-07-04 10:36:26,13.0,1,1,3360.0,3000,,,200,,,2,油卡1000 200回单付,13.0,飞翼车,32.0,0.0,一装一卸,肥东县,嘉定区,20190704,下午,20190705,,桶装原料
20190704,12615824736457,96380588031020593,1420651,2019-07-04 13:19:02,6.8,0,0,1700.0,,,1900,,,,,,12.5,厢式,10.0,42.0,一装一卸,经济开发区,浦东,20190704,,20190705,,食品
20190704,12615824736457,600608457552763410,1417426,2019-07-04 11:47:41,6.8,0,0,1700.0,,,2000,,,1,,,7.6,厢式,10.0,42.0,一装一卸,经济开发区,浦东,20190704,,20190705,,食品
20190704,12615824736457,96052842972792174,1421463,2019-07-04 13:41:34,6.8,0,0,1700.0,,,1900,,,,,,12.5,厢式,10.0,42.0,一装一卸,经济开发区,浦东,20190704,,20190705,,食品
20190704,12615824736457,23429835900919226,1418359,2019-07-04 12:09:44,6.8,0,0,1700.0,,,1900,,,,,回单付,12.5,厢式,10.0,42.0,一装一卸,经济开发区,浦东,20190704,,20190705,,食品
20190704,12615824736457,96268191740703901,1415686,2019-07-04 11:11:12,6.8,0,0,1700.0,,,1800,,,,,回单拍照付一点，寄回付完,7.8,厢式,10.0,42.0,一装一卸,经济开发区,浦东,20190704,,20190705,,食品
20190704,12615824736457,96436391978777443,1425004,2019-07-04 15:22:40,6.8,0,0,1700.0,,,,,,,,货走了,9.6,厢式,10.0,42.0,一装一卸,经济开发区,浦东,20190704,,20190705,,食品
20190704,12618899123025,600608457544123376,1422102,2019-07-04 14:03:43,4.2,1,0,1350.0,,,,,,,1,无效电话,6.8,高栏,7.0,0.0,,肥西县,奉贤区,,,,,托盘
20190704,12611097244315,96436391551792272,1409879,2019-07-04 09:36:00,6.8,1,1,1700.0,1600,,1600,,,1,,没人卸货，需要司机找人卸货,6.8,厢式,2.0,20.0,一装一卸,长丰县,青浦区,20190704,,,,纸箱纸板
20190704,12622725792068,600608457471244771,1429300,2019-07-04 17:22:54,9.6,0,0,2500.0,,,,,,,,绿通,12.0,厢式,18.0,0.0,,高新技术开发区,上海市,,,,,蔬菜
20190704,12614090742268,96002866063733031,1418187,2019-07-04 12:07:04,13.0,0,0,3360.0,,,,,,,,无效电话,13.0,平板,32.0,0.0,一装一卸,肥东县,闵行区,20190704,,,,钢材
20190704,12614090742268,96117370322795765,1417987,2019-07-04 12:02:22,13.0,0,0,3360.0,,,,,,1,,货主不知道具体那条路装货,13.0,平板,32.0,0.0,一装一卸,肥东县,闵行区,20190704,,,,钢材
20190704,12610648470615,96380588022029052,1406841,2019-07-04 08:55:44,9.6,1,1,2500.0,,,,200,200,,,前一天谈好点的，今天打电话确定一下的,12.5,厢式,20.0,0.0,一装一卸,高新技术开发区,闵行区,20190704,,,,托盘装薄膜
20190704,12621758512636,96380588018152335,1426875,2019-07-04 16:11:24,6.8,1,1,1700.0,1600,,1600,,,,,上午八点装货,6.8,高栏,10.5,0.0,一装一卸,巢湖市,嘉定区,20190705,上午,,,绿通鲜玉米（免高速费）
20190704,12614315262268,4000000000003302884,1412653,2019-07-04 10:21:17,13.0,0,0,3360.0,,,3800,,,,,,13.0,高栏,32.0,0.0,一装一卸,肥东县,闵行区,20190704,,,,钢材
20190704,12615142036970,96117370322795765,1418819,2019-07-04 12:21:45,13.0,1,0,3360.0,,,3900,,,0,2,自己仓库没有进仓费/有进门费50,13.0,平板,32.0,0.0,一装两卸,高新技术开发区,宝山区,20190704,,,,木箱货
20190704,12614579571154,23651742484793412,1415188,2019-07-04 11:04:16,17.5,0,0,3900.0,,,3720,,,,,,17.5,平板,31.0,0.0,一装一卸,庐阳区,闵行区,20190705,,20190706,,钢结构
20190704,12614579571154,95910672995280566,1414116,2019-07-04 10:45:09,17.5,0,0,3900.0,,,3720,,,,,,17.5,高低板,31.0,0.0,一装一卸,庐阳区,闵行区,20190705,,20190706,,钢结构
20190704,12617828574597,96002866062195996,1420427,2019-07-04 13:12:56,9.6,0,0,2500.0,,,,,,,,,13.0,平板,15.0,0.0,,经济开发区,浦东,,,,,普货
20190704,12617828574597,23651742484706184,1420185,2019-07-04 13:00:50,9.6,0,0,2500.0,,,4000,,,,,,13.0,平板,15.0,0.0,,经济开发区,浦东,,,,,普货
20190704,12615142036970,23429835901021389,1415570,2019-07-04 11:11:27,13.0,1,0,3360.0,,,,,,0,2,,13.0,平板,32.0,0.0,一装两卸,高新技术开发区,宝山区,20190704,,,,木箱货
20190704,12621531790374,96117370315513537,1426669,2019-07-04 16:05:46,9.6,0,0,2500.0,,,2800,,,,,,9.6,高栏,17.5,0.0,一装一卸,合肥市,嘉定区,20190705,上午,,,散装铁屑
20190704,12621531790374,96117370309848314,1432229,2019-07-04 19:25:18,9.6,0,0,2500.0,,,,,,,,,9.6,高栏,17.5,0.0,一装一卸,合肥市,嘉定区,20190705,上午,,,散装铁屑
20190704,12618899123025,15090895960258233,1422507,2019-07-04 14:15:28,4.2,1,1,1350.0,1000,,,,100,,1,,12.5,平板,7.0,0.0,,肥西县,奉贤区,,,,,托盘
20190704,12615142036970,23651742484706184,1416292,2019-07-04 11:23:58,13.0,1,0,3360.0,,4000,3800,,,0,2,,13.0,平板,32.0,0.0,一装两卸,高新技术开发区,宝山区,20190704,,,,木箱货
20190704,12611155047394,600608457587450087,1407861,2019-07-04 09:09:13,6.8,1,0,1700.0,,,1800,,200,,,晚上不卸货,6.8,冷藏,8.0,0.0,一装一卸,合肥市,宝山区,20190704,,,,冷冻品
20190704,12617904652834,4000000000002699378,1419660,2019-07-04 12:47:37,4.2,1,1,1350.0,1200,,,,100,1,,不押车/禁区,4.2,高栏,6.0,0.0,一装一卸,新站综合开发试验区,青浦区,20190704,下午,,,桃子
20190704,12621221985449,96268191742466287,1426461,2019-07-04 16:00:04,6.8,1,1,,1600,,,100,,0,,,6.8,高栏,10.0,0.0,,长丰县,上海市,,,,,南瓜
20190704,12611155047394,600608457511932593,1407780,2019-07-04 09:07:54,6.8,1,1,1700.0,1800,,,,200,,,运费回单（拍照）付,7.6,冷藏,8.0,0.0,一装一卸,合肥市,宝山区,20190704,,,,冷冻品
